player,overs,maidens,runs,wickets,economy,average,sr,opposition,ground,date
V Kohli (INDIA),1,0,3,0,3,-0,-0,v Sri Lanka,Pallekele,04/08/12
IK Pathan (INDIA),10,0,61,5,6.1,12.2,12,v Sri Lanka,Pallekele,04/08/12
SK Raina (INDIA),2,0,12,0,6,-0,-0,v Sri Lanka,Pallekele,04/08/12
RG Sharma (INDIA),6,0,23,0,3.83,-0,-0,v Sri Lanka,Pallekele,04/08/12
MK Tiwary (INDIA),1,0,14,0,14,-0,-0,v Sri Lanka,Pallekele,04/08/12
MJ Clarke (AUSTRALIA),2,0,6,0,3,-0,-0,v Afghanistan,Sharjah,25/08/12
XJ Doherty (AUSTRALIA),7.5,1,34,1,4.34,34,47,v Afghanistan,Sharjah,25/08/12
DJ Hussey (AUSTRALIA),2,0,8,0,4,-0,-0,v Afghanistan,Sharjah,25/08/12
MG Johnson (AUSTRALIA),9,1,34,2,3.77,17,27,v Afghanistan,Sharjah,25/08/12
GJ Maxwell (AUSTRALIA),5,2,21,0,4.2,-0,-0,v Afghanistan,Sharjah,25/08/12
JL Pattinson (AUSTRALIA),9,1,46,3,5.11,15.33,18,v Afghanistan,Sharjah,25/08/12
MA Starc (AUSTRALIA),9,1,47,4,5.22,11.75,13.5,v Afghanistan,Sharjah,25/08/12
DT Christian (AUSTRALIA),8,0,37,1,4.62,37,48,v Pakistan,Sharjah,28/08/12
MJ Clarke (AUSTRALIA),3,0,8,0,2.66,-0,-0,v Pakistan,Sharjah,28/08/12
DJ Hussey (AUSTRALIA),2,0,9,0,4.5,-0,-0,v Pakistan,Sharjah,28/08/12
MG Johnson (AUSTRALIA),9,0,43,1,4.77,43,54,v Pakistan,Sharjah,28/08/12
GJ Maxwell (AUSTRALIA),4,0,27,0,6.75,-0,-0,v Pakistan,Sharjah,28/08/12
JL Pattinson (AUSTRALIA),9.1,0,19,3,2.07,6.33,18.3,v Pakistan,Sharjah,28/08/12
MA Starc (AUSTRALIA),10,2,42,5,4.2,8.4,12,v Pakistan,Sharjah,28/08/12
DT Christian (AUSTRALIA),8,0,40,1,5,40,48,v Pakistan,Abu Dhabi,31/08/12
MJ Clarke (AUSTRALIA),3.1,0,12,0,3.78,-0,-0,v Pakistan,Abu Dhabi,31/08/12
DJ Hussey (AUSTRALIA),2,0,6,0,3,-0,-0,v Pakistan,Abu Dhabi,31/08/12
MEK Hussey (AUSTRALIA),1,0,8,0,8,-0,-0,v Pakistan,Abu Dhabi,31/08/12
MG Johnson (AUSTRALIA),9,0,51,1,5.66,51,54,v Pakistan,Abu Dhabi,31/08/12
GJ Maxwell (AUSTRALIA),4.4,0,37,0,7.92,-0,-0,v Pakistan,Abu Dhabi,31/08/12
JL Pattinson (AUSTRALIA),8,0,46,1,5.75,46,48,v Pakistan,Abu Dhabi,31/08/12
MA Starc (AUSTRALIA),7.5,0,43,0,5.48,-0,-0,v Pakistan,Abu Dhabi,31/08/12
DT Christian (AUSTRALIA),10,0,55,0,5.5,-0,-0,v Pakistan,Sharjah,03/09/12
MJ Clarke (AUSTRALIA),2,0,3,1,1.5,3,12,v Pakistan,Sharjah,03/09/12
DJ Hussey (AUSTRALIA),2,0,14,0,7,-0,-0,v Pakistan,Sharjah,03/09/12
MG Johnson (AUSTRALIA),9,0,33,2,3.66,16.5,27,v Pakistan,Sharjah,03/09/12
GJ Maxwell (AUSTRALIA),7,0,33,0,4.71,-0,-0,v Pakistan,Sharjah,03/09/12
JL Pattinson (AUSTRALIA),10,1,50,0,5,-0,-0,v Pakistan,Sharjah,03/09/12
MA Starc (AUSTRALIA),10,0,51,4,5.1,12.75,15,v Pakistan,Sharjah,03/09/12
R Ashwin (INDIA),10,0,34,0,3.4,-0,-0,v Pakistan,Chennai,30/12/12
AB Dinda (INDIA),9.1,0,45,1,4.9,45,55,v Pakistan,Chennai,30/12/12
V Kohli (INDIA),2.5,0,21,0,7.41,-0,-0,v Pakistan,Chennai,30/12/12
B Kumar (INDIA),9,3,27,2,3,13.5,27,v Pakistan,Chennai,30/12/12
SK Raina (INDIA),2.1,0,23,0,10.61,-0,-0,v Pakistan,Chennai,30/12/12
I Sharma (INDIA),10,0,39,1,3.9,39,60,v Pakistan,Chennai,30/12/12
Yuvraj Singh (INDIA),5,0,33,0,6.6,-0,-0,v Pakistan,Chennai,30/12/12
R Ashwin (INDIA),10,0,49,1,4.9,49,60,v Pakistan,Kolkata,03/01/13
AB Dinda (INDIA),7,0,42,0,6,-0,-0,v Pakistan,Kolkata,03/01/13
RA Jadeja (INDIA),10,1,41,3,4.1,13.66,20,v Pakistan,Kolkata,03/01/13
B Kumar (INDIA),9,0,61,1,6.77,61,54,v Pakistan,Kolkata,03/01/13
SK Raina (INDIA),2,0,13,1,6.5,13,12,v Pakistan,Kolkata,03/01/13
I Sharma (INDIA),9.3,0,34,3,3.57,11.33,19,v Pakistan,Kolkata,03/01/13
Yuvraj Singh (INDIA),1,0,10,0,10,-0,-0,v Pakistan,Kolkata,03/01/13
R Ashwin (INDIA),10,1,47,2,4.7,23.5,30,v Pakistan,Delhi,06/01/13
RA Jadeja (INDIA),10,2,19,1,1.9,19,60,v Pakistan,Delhi,06/01/13
B Kumar (INDIA),10,2,31,2,3.1,15.5,30,v Pakistan,Delhi,06/01/13
Mohammed Shami (INDIA),9,4,23,1,2.55,23,54,v Pakistan,Delhi,06/01/13
I Sharma (INDIA),9.5,0,36,3,3.66,12,19.6,v Pakistan,Delhi,06/01/13
XJ Doherty (AUSTRALIA),8,0,41,0,5.12,-0,-0,v Sri Lanka,Melbourne,11/01/13
DJ Hussey (AUSTRALIA),5,0,24,0,4.8,-0,-0,v Sri Lanka,Melbourne,11/01/13
MG Johnson (AUSTRALIA),9,1,43,2,4.77,21.5,27,v Sri Lanka,Melbourne,11/01/13
CJ McKay (AUSTRALIA),8,0,33,4,4.12,8.25,12,v Sri Lanka,Melbourne,11/01/13
GJ Maxwell (AUSTRALIA),4,0,28,0,7,-0,-0,v Sri Lanka,Melbourne,11/01/13
MA Starc (AUSTRALIA),6,0,25,1,4.16,25,36,v Sri Lanka,Melbourne,11/01/13
R Ashwin (INDIA),9,0,61,0,6.77,-0,-0,v England,Rajkot,11/01/13
AB Dinda (INDIA),8,0,53,2,6.62,26.5,24,v England,Rajkot,11/01/13
RA Jadeja (INDIA),10,0,46,0,4.6,-0,-0,v England,Rajkot,11/01/13
V Kohli (INDIA),1,0,9,0,9,-0,-0,v England,Rajkot,11/01/13
B Kumar (INDIA),7,0,52,0,7.42,-0,-0,v England,Rajkot,11/01/13
SK Raina (INDIA),5,0,18,1,3.6,18,30,v England,Rajkot,11/01/13
I Sharma (INDIA),10,2,86,0,8.6,-0,-0,v England,Rajkot,11/01/13
BCJ Cutting (AUSTRALIA),10,0,42,1,4.2,42,60,v Sri Lanka,Adelaide,13/01/13
XJ Doherty (AUSTRALIA),7,0,34,0,4.85,-0,-0,v Sri Lanka,Adelaide,13/01/13
CJ McKay (AUSTRALIA),10,0,43,1,4.3,43,60,v Sri Lanka,Adelaide,13/01/13
GJ Maxwell (AUSTRALIA),3.1,0,19,0,6,-0,-0,v Sri Lanka,Adelaide,13/01/13
KW Richardson (AUSTRALIA),6,3,15,0,2.5,-0,-0,v Sri Lanka,Adelaide,13/01/13
SPD Smith (AUSTRALIA),4,0,16,0,4,-0,-0,v Sri Lanka,Adelaide,13/01/13
R Ashwin (INDIA),7,0,39,3,5.57,13,14,v England,Kochi,15/01/13
RA Jadeja (INDIA),7,1,12,2,1.71,6,21,v England,Kochi,15/01/13
B Kumar (INDIA),10,2,29,3,2.9,9.66,20,v England,Kochi,15/01/13
Mohammed Shami (INDIA),4,1,24,1,6,24,24,v England,Kochi,15/01/13
I Sharma (INDIA),4,0,28,0,7,-0,-0,v England,Kochi,15/01/13
Yuvraj Singh (INDIA),4,0,19,0,4.75,-0,-0,v England,Kochi,15/01/13
MC Henriques (AUSTRALIA),2,0,7,0,3.5,-0,-0,v Sri Lanka,Brisbane,18/01/13
MG Johnson (AUSTRALIA),3,0,11,3,3.66,3.66,6,v Sri Lanka,Brisbane,18/01/13
CJ McKay (AUSTRALIA),8,0,31,1,3.87,31,48,v Sri Lanka,Brisbane,18/01/13
MA Starc (AUSTRALIA),7,0,25,2,3.57,12.5,21,v Sri Lanka,Brisbane,18/01/13
R Ashwin (INDIA),10,0,37,2,3.7,18.5,30,v England,Ranchi,19/01/13
RA Jadeja (INDIA),6.2,0,19,3,3,6.33,12.6,v England,Ranchi,19/01/13
B Kumar (INDIA),10,2,40,1,4,40,60,v England,Ranchi,19/01/13
Mohammed Shami (INDIA),8,0,23,1,2.87,23,48,v England,Ranchi,19/01/13
SK Raina (INDIA),1,0,1,1,1,1,6,v England,Ranchi,19/01/13
I Sharma (INDIA),7,0,29,2,4.14,14.5,21,v England,Ranchi,19/01/13
CJ McKay (AUSTRALIA),2,0,13,0,6.5,-0,-0,v Sri Lanka,Sydney,20/01/13
MA Starc (AUSTRALIA),1.2,0,1,0,0.75,-0,-0,v Sri Lanka,Sydney,20/01/13
XJ Doherty (AUSTRALIA),8,1,21,3,2.62,7,16,v Sri Lanka,Hobart,23/01/13
MC Henriques (AUSTRALIA),10,1,32,3,3.2,10.66,20,v Sri Lanka,Hobart,23/01/13
MG Johnson (AUSTRALIA),10,0,45,2,4.5,22.5,30,v Sri Lanka,Hobart,23/01/13
CJ McKay (AUSTRALIA),9.3,0,51,2,5.36,25.5,28.5,v Sri Lanka,Hobart,23/01/13
GJ Maxwell (AUSTRALIA),2,0,6,0,3,-0,-0,v Sri Lanka,Hobart,23/01/13
MA Starc (AUSTRALIA),9,0,48,0,5.33,-0,-0,v Sri Lanka,Hobart,23/01/13
R Ashwin (INDIA),10,0,63,2,6.3,31.5,30,v England,Mohali,23/01/13
RA Jadeja (INDIA),10,2,39,3,3.9,13,20,v England,Mohali,23/01/13
B Kumar (INDIA),10,2,30,0,3,-0,-0,v England,Mohali,23/01/13
Mohammed Shami (INDIA),8,0,58,0,7.25,-0,-0,v England,Mohali,23/01/13
SK Raina (INDIA),2,0,10,0,5,-0,-0,v England,Mohali,23/01/13
I Sharma (INDIA),10,2,47,2,4.7,23.5,30,v England,Mohali,23/01/13
R Ashwin (INDIA),10,0,50,0,5,-0,-0,v England,Dharamsala,27/01/13
RA Jadeja (INDIA),7.2,0,26,1,3.54,26,44,v England,Dharamsala,27/01/13
B Kumar (INDIA),9,1,45,0,5,-0,-0,v England,Dharamsala,27/01/13
Mohammed Shami (INDIA),9,1,46,1,5.11,46,54,v England,Dharamsala,27/01/13
I Sharma (INDIA),10,3,37,1,3.7,37,60,v England,Dharamsala,27/01/13
Yuvraj Singh (INDIA),2,0,15,0,7.5,-0,-0,v England,Dharamsala,27/01/13
JP Faulkner (AUSTRALIA),5,1,14,2,2.8,7,15,v West Indies,Perth,01/02/13
MG Johnson (AUSTRALIA),5,0,15,0,3,-0,-0,v West Indies,Perth,01/02/13
CJ McKay (AUSTRALIA),7,3,10,3,1.42,3.33,14,v West Indies,Perth,01/02/13
MA Starc (AUSTRALIA),6.5,2,20,5,2.92,4,8.2,v West Indies,Perth,01/02/13
JP Faulkner (AUSTRALIA),7,0,40,0,5.71,-0,-0,v West Indies,Perth,03/02/13
MG Johnson (AUSTRALIA),9,0,32,0,3.55,-0,-0,v West Indies,Perth,03/02/13
CJ McKay (AUSTRALIA),6,0,32,0,5.33,-0,-0,v West Indies,Perth,03/02/13
GJ Maxwell (AUSTRALIA),8.1,1,63,4,7.71,15.75,12.2,v West Indies,Perth,03/02/13
MA Starc (AUSTRALIA),8,1,32,5,4,6.4,9.6,v West Indies,Perth,03/02/13
MJ Clarke (AUSTRALIA),3,0,23,0,7.66,-0,-0,v West Indies,Canberra,06/02/13
JP Faulkner (AUSTRALIA),8.3,1,48,4,5.64,12,12.7,v West Indies,Canberra,06/02/13
MG Johnson (AUSTRALIA),9,1,59,1,6.55,59,54,v West Indies,Canberra,06/02/13
CJ McKay (AUSTRALIA),10,1,62,2,6.2,31,30,v West Indies,Canberra,06/02/13
GJ Maxwell (AUSTRALIA),10,0,44,1,4.4,44,60,v West Indies,Canberra,06/02/13
MA Starc (AUSTRALIA),7,0,50,1,7.14,50,42,v West Indies,Canberra,06/02/13
BCJ Cutting (AUSTRALIA),10,1,45,3,4.5,15,20,v West Indies,Sydney,08/02/13
JP Faulkner (AUSTRALIA),9.4,1,62,1,6.41,62,58,v West Indies,Sydney,08/02/13
MG Johnson (AUSTRALIA),10,1,36,3,3.6,12,20,v West Indies,Sydney,08/02/13
CJ McKay (AUSTRALIA),10,2,41,1,4.1,41,60,v West Indies,Sydney,08/02/13
GJ Maxwell (AUSTRALIA),10,0,34,1,3.4,34,60,v West Indies,Sydney,08/02/13
BCJ Cutting (AUSTRALIA),10,0,53,1,5.3,53,60,v West Indies,Melbourne,10/02/13
XJ Doherty (AUSTRALIA),9,0,46,1,5.11,46,54,v West Indies,Melbourne,10/02/13
JP Faulkner (AUSTRALIA),10,0,47,1,4.7,47,60,v West Indies,Melbourne,10/02/13
AJ Finch (AUSTRALIA),1,0,2,0,2,-0,-0,v West Indies,Melbourne,10/02/13
MG Johnson (AUSTRALIA),10,1,50,3,5,16.66,20,v West Indies,Melbourne,10/02/13
CJ McKay (AUSTRALIA),9.5,0,52,3,5.28,17.33,19.6,v West Indies,Melbourne,10/02/13
R Ashwin (INDIA),10,0,47,0,4.7,-0,-0,v South Africa,Cardiff,06/06/13
RA Jadeja (INDIA),9,1,31,2,3.44,15.5,27,v South Africa,Cardiff,06/06/13
B Kumar (INDIA),7,0,49,2,7,24.5,21,v South Africa,Cardiff,06/06/13
SK Raina (INDIA),6,0,36,0,6,-0,-0,v South Africa,Cardiff,06/06/13
I Sharma (INDIA),8,0,66,2,8.25,33,24,v South Africa,Cardiff,06/06/13
UT Yadav (INDIA),10,0,75,2,7.5,37.5,30,v South Africa,Cardiff,06/06/13
JP Faulkner (AUSTRALIA),10,0,48,2,4.8,24,30,v England,Birmingham,08/06/13
MG Johnson (AUSTRALIA),8,0,44,0,5.5,-0,-0,v England,Birmingham,08/06/13
CJ McKay (AUSTRALIA),10,0,38,2,3.8,19,30,v England,Birmingham,08/06/13
MR Marsh (AUSTRALIA),2,0,13,0,6.5,-0,-0,v England,Birmingham,08/06/13
MA Starc (AUSTRALIA),10,0,75,1,7.5,75,60,v England,Birmingham,08/06/13
AC Voges (AUSTRALIA),3,0,13,0,4.33,-0,-0,v England,Birmingham,08/06/13
SR Watson (AUSTRALIA),7,0,26,1,3.71,26,42,v England,Birmingham,08/06/13
R Ashwin (INDIA),9,2,36,1,4,36,54,v West Indies,The Oval,11/06/13
RA Jadeja (INDIA),10,2,36,5,3.6,7.2,12,v West Indies,The Oval,11/06/13
V Kohli (INDIA),4,0,26,0,6.5,-0,-0,v West Indies,The Oval,11/06/13
B Kumar (INDIA),8,0,32,1,4,32,48,v West Indies,The Oval,11/06/13
I Sharma (INDIA),10,1,43,1,4.3,43,60,v West Indies,The Oval,11/06/13
UT Yadav (INDIA),9,0,54,1,6,54,54,v West Indies,The Oval,11/06/13
XJ Doherty (AUSTRALIA),1,0,4,0,4,-0,-0,v New Zealand,Birmingham,12/06/13
JP Faulkner (AUSTRALIA),3,0,7,0,2.33,-0,-0,v New Zealand,Birmingham,12/06/13
MG Johnson (AUSTRALIA),4,0,18,0,4.5,-0,-0,v New Zealand,Birmingham,12/06/13
CJ McKay (AUSTRALIA),4,0,10,2,2.5,5,12,v New Zealand,Birmingham,12/06/13
SR Watson (AUSTRALIA),3,1,11,0,3.66,-0,-0,v New Zealand,Birmingham,12/06/13
R Ashwin (INDIA),8,0,35,2,4.37,17.5,24,v Pakistan,Birmingham,15/06/13
RA Jadeja (INDIA),8,1,30,2,3.75,15,24,v Pakistan,Birmingham,15/06/13
V Kohli (INDIA),2,0,11,0,5.5,-0,-0,v Pakistan,Birmingham,15/06/13
B Kumar (INDIA),8,2,19,2,2.37,9.5,24,v Pakistan,Birmingham,15/06/13
I Sharma (INDIA),7,0,40,2,5.71,20,21,v Pakistan,Birmingham,15/06/13
UT Yadav (INDIA),6.4,0,29,0,4.35,-0,-0,v Pakistan,Birmingham,15/06/13
XJ Doherty (AUSTRALIA),10,1,30,1,3,30,60,v Sri Lanka,The Oval,17/06/13
JP Faulkner (AUSTRALIA),9,0,60,1,6.66,60,54,v Sri Lanka,The Oval,17/06/13
MG Johnson (AUSTRALIA),10,0,48,3,4.8,16,20,v Sri Lanka,The Oval,17/06/13
CJ McKay (AUSTRALIA),10,1,51,1,5.1,51,60,v Sri Lanka,The Oval,17/06/13
MR Marsh (AUSTRALIA),2,0,12,0,6,-0,-0,v Sri Lanka,The Oval,17/06/13
GJ Maxwell (AUSTRALIA),5,0,26,0,5.2,-0,-0,v Sri Lanka,The Oval,17/06/13
SR Watson (AUSTRALIA),4,0,14,0,3.5,-0,-0,v Sri Lanka,The Oval,17/06/13
R Ashwin (INDIA),10,1,48,3,4.8,16,20,v Sri Lanka,Cardiff,20/06/13
MS Dhoni (INDIA),4,0,17,0,4.25,-0,-0,v Sri Lanka,Cardiff,20/06/13
RA Jadeja (INDIA),10,1,33,1,3.3,33,60,v Sri Lanka,Cardiff,20/06/13
B Kumar (INDIA),9,2,18,1,2,18,54,v Sri Lanka,Cardiff,20/06/13
I Sharma (INDIA),9,1,33,3,3.66,11,18,v Sri Lanka,Cardiff,20/06/13
UT Yadav (INDIA),8,2,30,0,3.75,-0,-0,v Sri Lanka,Cardiff,20/06/13
R Ashwin (INDIA),4,1,15,2,3.75,7.5,12,v England,Birmingham,23/06/13
RA Jadeja (INDIA),4,0,24,2,6,12,12,v England,Birmingham,23/06/13
B Kumar (INDIA),3,0,19,0,6.33,-0,-0,v England,Birmingham,23/06/13
SK Raina (INDIA),3,0,19,0,6.33,-0,-0,v England,Birmingham,23/06/13
I Sharma (INDIA),4,0,36,2,9,18,12,v England,Birmingham,23/06/13
UT Yadav (INDIA),2,0,10,1,5,10,12,v England,Birmingham,23/06/13
R Ashwin (INDIA),10,0,44,2,4.4,22,30,v West Indies,Kingston,30/06/13
RA Jadeja (INDIA),10,1,50,0,5,-0,-0,v West Indies,Kingston,30/06/13
B Kumar (INDIA),7,1,36,1,5.14,36,42,v West Indies,Kingston,30/06/13
SK Raina (INDIA),2,1,4,1,2,4,12,v West Indies,Kingston,30/06/13
I Sharma (INDIA),9,0,51,2,5.66,25.5,27,v West Indies,Kingston,30/06/13
UT Yadav (INDIA),9.4,2,43,3,4.44,14.33,19.3,v West Indies,Kingston,30/06/13
R Ashwin (INDIA),10,0,67,1,6.7,67,60,v Sri Lanka,Kingston,02/07/13
RA Jadeja (INDIA),9,0,55,0,6.11,-0,-0,v Sri Lanka,Kingston,02/07/13
V Kohli (INDIA),2,0,9,0,4.5,-0,-0,v Sri Lanka,Kingston,02/07/13
Mohammed Shami (INDIA),10,0,68,0,6.8,-0,-0,v Sri Lanka,Kingston,02/07/13
SK Raina (INDIA),2,0,10,0,5,-0,-0,v Sri Lanka,Kingston,02/07/13
I Sharma (INDIA),9,0,68,0,7.55,-0,-0,v Sri Lanka,Kingston,02/07/13
UT Yadav (INDIA),8,0,64,0,8,-0,-0,v Sri Lanka,Kingston,02/07/13
R Ashwin (INDIA),4,0,25,0,6.25,-0,-0,v West Indies,Port of Spain,05/07/13
RA Jadeja (INDIA),7,1,44,2,6.28,22,21,v West Indies,Port of Spain,05/07/13
B Kumar (INDIA),8,1,29,3,3.62,9.66,16,v West Indies,Port of Spain,05/07/13
I Sharma (INDIA),7,1,30,2,4.28,15,21,v West Indies,Port of Spain,05/07/13
UT Yadav (INDIA),8,1,32,3,4,10.66,16,v West Indies,Port of Spain,05/07/13
R Ashwin (INDIA),5,0,20,1,4,20,30,v Sri Lanka,Port of Spain,09/07/13
RA Jadeja (INDIA),5,0,17,2,3.4,8.5,15,v Sri Lanka,Port of Spain,09/07/13
B Kumar (INDIA),6,1,8,4,1.33,2,9,v Sri Lanka,Port of Spain,09/07/13
I Sharma (INDIA),4,0,17,2,4.25,8.5,12,v Sri Lanka,Port of Spain,09/07/13
UT Yadav (INDIA),4.4,0,28,1,6,28,28,v Sri Lanka,Port of Spain,09/07/13
R Ashwin (INDIA),10,0,42,2,4.2,21,30,v Sri Lanka,Port of Spain,11/07/13
RA Jadeja (INDIA),7.5,1,23,4,2.93,5.75,11.7,v Sri Lanka,Port of Spain,11/07/13
V Kohli (INDIA),3,0,17,0,5.66,-0,-0,v Sri Lanka,Port of Spain,11/07/13
B Kumar (INDIA),8,4,24,2,3,12,24,v Sri Lanka,Port of Spain,11/07/13
SK Raina (INDIA),6,0,25,0,4.16,-0,-0,v Sri Lanka,Port of Spain,11/07/13
I Sharma (INDIA),8,1,45,2,5.62,22.5,24,v Sri Lanka,Port of Spain,11/07/13
R Vinay Kumar (INDIA),6,1,15,0,2.5,-0,-0,v Sri Lanka,Port of Spain,11/07/13
RA Jadeja (INDIA),10,3,33,0,3.3,-0,-0,v Zimbabwe,Harare,24/07/13
A Mishra (INDIA),10,1,43,3,4.3,14.33,20,v Zimbabwe,Harare,24/07/13
Mohammed Shami (INDIA),10,1,45,1,4.5,45,60,v Zimbabwe,Harare,24/07/13
SK Raina (INDIA),1,0,2,1,2,2,6,v Zimbabwe,Harare,24/07/13
JD Unadkat (INDIA),10,1,39,1,3.9,39,60,v Zimbabwe,Harare,24/07/13
R Vinay Kumar (INDIA),9,1,57,1,6.33,57,54,v Zimbabwe,Harare,24/07/13
RA Jadeja (INDIA),10,1,30,1,3,30,60,v Zimbabwe,Harare,26/07/13
A Mishra (INDIA),10,1,46,2,4.6,23,30,v Zimbabwe,Harare,26/07/13
Mohammed Shami (INDIA),10,0,52,1,5.2,52,60,v Zimbabwe,Harare,26/07/13
SK Raina (INDIA),1,0,5,0,5,-0,-0,v Zimbabwe,Harare,26/07/13
JD Unadkat (INDIA),10,3,41,4,4.1,10.25,15,v Zimbabwe,Harare,26/07/13
R Vinay Kumar (INDIA),9,2,49,0,5.44,-0,-0,v Zimbabwe,Harare,26/07/13
RA Jadeja (INDIA),10,2,39,1,3.9,39,60,v Zimbabwe,Harare,28/07/13
V Kohli (INDIA),1,0,7,0,7,-0,-0,v Zimbabwe,Harare,28/07/13
A Mishra (INDIA),10,0,47,4,4.7,11.75,15,v Zimbabwe,Harare,28/07/13
Mohammed Shami (INDIA),9,0,25,2,2.77,12.5,27,v Zimbabwe,Harare,28/07/13
SK Raina (INDIA),2,0,4,0,2,-0,-0,v Zimbabwe,Harare,28/07/13
JD Unadkat (INDIA),7,0,24,1,3.42,24,42,v Zimbabwe,Harare,28/07/13
R Vinay Kumar (INDIA),7,0,32,1,4.57,32,42,v Zimbabwe,Harare,28/07/13
RA Jadeja (INDIA),9,1,28,2,3.11,14,27,v Zimbabwe,Bulawayo,01/08/13
A Mishra (INDIA),8.4,0,25,3,2.88,8.33,17.3,v Zimbabwe,Bulawayo,01/08/13
Mohammed Shami (INDIA),8,1,34,1,4.25,34,48,v Zimbabwe,Bulawayo,01/08/13
MM Sharma (INDIA),10,3,26,2,2.6,13,30,v Zimbabwe,Bulawayo,01/08/13
JD Unadkat (INDIA),7,0,27,1,3.85,27,42,v Zimbabwe,Bulawayo,01/08/13
RA Jadeja (INDIA),10,0,42,1,4.2,42,60,v Zimbabwe,Bulawayo,03/08/13
A Mishra (INDIA),8.5,0,48,6,5.43,8,8.8,v Zimbabwe,Bulawayo,03/08/13
Mohammed Shami (INDIA),7,1,27,1,3.85,27,42,v Zimbabwe,Bulawayo,03/08/13
SK Raina (INDIA),2,0,9,0,4.5,-0,-0,v Zimbabwe,Bulawayo,03/08/13
MM Sharma (INDIA),6,0,25,1,4.16,25,36,v Zimbabwe,Bulawayo,03/08/13
JD Unadkat (INDIA),6,1,8,1,1.33,8,36,v Zimbabwe,Bulawayo,03/08/13
MJ Clarke (AUSTRALIA),2,0,7,0,3.5,-0,-0,v Scotland,Edinburgh,03/09/13
JP Faulkner (AUSTRALIA),6,0,32,2,5.33,16,18,v Scotland,Edinburgh,03/09/13
Fawad Ahmed (AUSTRALIA),10,0,39,1,3.9,39,60,v Scotland,Edinburgh,03/09/13
MG Johnson (AUSTRALIA),9.5,3,36,4,3.66,9,14.7,v Scotland,Edinburgh,03/09/13
CJ McKay (AUSTRALIA),9,2,18,1,2,18,54,v Scotland,Edinburgh,03/09/13
AC Voges (AUSTRALIA),7,1,23,1,3.28,23,42,v Scotland,Edinburgh,03/09/13
JP Faulkner (AUSTRALIA),8,1,39,1,4.87,39,48,v England,Manchester,08/09/13
Fawad Ahmed (AUSTRALIA),7,0,55,1,7.85,55,42,v England,Manchester,08/09/13
MG Johnson (AUSTRALIA),10,2,36,2,3.6,18,30,v England,Manchester,08/09/13
CJ McKay (AUSTRALIA),9.2,1,47,3,5.03,15.66,18.6,v England,Manchester,08/09/13
AC Voges (AUSTRALIA),6,0,32,1,5.33,32,36,v England,Manchester,08/09/13
SR Watson (AUSTRALIA),4,1,17,1,4.25,17,24,v England,Manchester,08/09/13
MJ Clarke (AUSTRALIA),1,0,4,0,4,-0,-0,v England,Birmingham,11/09/13
JP Faulkner (AUSTRALIA),1,0,3,0,3,-0,-0,v England,Birmingham,11/09/13
JR Hazlewood (AUSTRALIA),2,0,6,0,3,-0,-0,v England,Birmingham,11/09/13
MG Johnson (AUSTRALIA),5,0,20,1,4,20,30,v England,Birmingham,11/09/13
CJ McKay (AUSTRALIA),5,0,23,0,4.6,-0,-0,v England,Birmingham,11/09/13
AC Voges (AUSTRALIA),1.1,0,3,1,2.57,3,7,v England,Birmingham,11/09/13
NM Coulter-Nile (AUSTRALIA),10,0,34,1,3.4,34,60,v England,Cardiff,14/09/13
JP Faulkner (AUSTRALIA),10,1,43,1,4.3,43,60,v England,Cardiff,14/09/13
MG Johnson (AUSTRALIA),9.3,0,64,0,6.73,-0,-0,v England,Cardiff,14/09/13
CJ McKay (AUSTRALIA),10,3,39,4,3.9,9.75,15,v England,Cardiff,14/09/13
SR Watson (AUSTRALIA),10,0,43,1,4.3,43,60,v England,Cardiff,14/09/13
JP Faulkner (AUSTRALIA),9,0,38,3,4.22,12.66,18,v England,Southampton,16/09/13
Fawad Ahmed (AUSTRALIA),7,0,51,1,7.28,51,42,v England,Southampton,16/09/13
MG Johnson (AUSTRALIA),10,1,21,2,2.1,10.5,30,v England,Southampton,16/09/13
CJ McKay (AUSTRALIA),9,1,54,0,6,-0,-0,v England,Southampton,16/09/13
AC Voges (AUSTRALIA),4,0,25,1,6.25,25,24,v England,Southampton,16/09/13
SR Watson (AUSTRALIA),9,0,52,1,5.77,52,54,v England,Southampton,16/09/13
R Ashwin (INDIA),10,0,55,2,5.5,27.5,30,v Australia,Pune,13/10/13
XJ Doherty (AUSTRALIA),10,1,54,0,5.4,-0,-0,v India,Pune,13/10/13
JP Faulkner (AUSTRALIA),8,0,47,3,5.87,15.66,16,v India,Pune,13/10/13
AJ Finch (AUSTRALIA),0.4,0,2,1,3,2,4,v India,Pune,13/10/13
RA Jadeja (INDIA),10,0,35,1,3.5,35,60,v Australia,Pune,13/10/13
MG Johnson (AUSTRALIA),10,0,38,1,3.8,38,60,v India,Pune,13/10/13
V Kohli (INDIA),1,0,12,0,12,-0,-0,v Australia,Pune,13/10/13
B Kumar (INDIA),7,2,41,0,5.85,-0,-0,v Australia,Pune,13/10/13
CJ McKay (AUSTRALIA),10,0,36,2,3.6,18,30,v India,Pune,13/10/13
I Sharma (INDIA),7,0,56,1,8,56,42,v Australia,Pune,13/10/13
R Vinay Kumar (INDIA),9,1,68,1,7.55,68,54,v Australia,Pune,13/10/13
AC Voges (AUSTRALIA),3,0,18,1,6,18,18,v India,Pune,13/10/13
